
 num     #instances         #bytes  class name
2769:             1             16  org.springframework.web.context.support.WebApplicationContextUtils$ResponseObjectFactory
2770:             1             16  org.springframework.web.context.support.WebApplicationContextUtils$SessionObjectFactory
2771:             1             16  org.springframework.web.context.support.WebApplicationContextUtils$WebRequestObjectFactory
2772:             1             16  org.springframework.web.method.annotation.ErrorsMethodArgumentResolver
2773:             1             16  org.springframework.web.method.annotation.RequestHeaderMapMethodArgumentResolver
2774:             1             16  org.springframework.web.method.annotation.SessionStatusMethodArgumentResolver
2775:             1             16  org.springframework.web.multipart.support.StandardServletMultipartResolver
2776:             1             16  org.springframework.web.servlet.config.annotation.CorsRegistry
2777:             1             16  org.springframework.web.servlet.config.annotation.InterceptorRegistry
2778:             1             16  org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda$416/2077662850
2779:             1             16  org.springframework.web.servlet.config.annotation.InterceptorRegistry$$Lambda$417/501951555
2780:             1             16  org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$NoOpValidator
2781:             1             16  org.springframework.web.servlet.config.annotation.WebMvcConfigurerComposite
2782:             1             16  org.springframework.web.servlet.function.support.HandlerFunctionAdapter
2783:             1             16  org.springframework.web.servlet.function.support.RouterFunctionMapping$$Lambda$425/558404860
2784:             1             16  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$EmptyHandler
2785:             1             16  org.springframework.web.servlet.handler.ConversionServiceExposingInterceptor
2786:             1             16  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping$$Lambda$444/309060377
2787:             1             16  org.springframework.web.servlet.mvc.HttpRequestHandlerAdapter
2788:             1             16  org.springframework.web.servlet.mvc.SimpleControllerHandlerAdapter
2789:             1             16  org.springframework.web.servlet.mvc.condition.ParamsRequestCondition
2790:             1             16  org.springframework.web.servlet.mvc.condition.RequestConditionHolder
2791:             1             16  org.springframework.web.servlet.mvc.method.RequestMappingInfoHandlerMethodMappingNamingStrategy
2792:             1             16  org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor$1
2793:             1             16  org.springframework.web.servlet.mvc.method.annotation.AsyncTaskMethodReturnValueHandler
2794:             1             16  org.springframework.web.servlet.mvc.method.annotation.CallableMethodReturnValueHandler
2795:             1             16  org.springframework.web.servlet.mvc.method.annotation.DeferredResultMethodReturnValueHandler
2796:             1             16  org.springframework.web.servlet.mvc.method.annotation.HttpHeadersReturnValueHandler
2797:             1             16  org.springframework.web.servlet.mvc.method.annotation.JsonViewRequestBodyAdvice
2798:             1             16  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda$394/156711739
2799:             1             16  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$$Lambda$395/1732410217
2800:             1             16  org.springframework.web.servlet.mvc.method.annotation.StreamingResponseBodyReturnValueHandler
2801:             1             16  org.springframework.web.servlet.mvc.method.annotation.UriComponentsBuilderMethodArgumentResolver
2802:             1             16  org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor
2803:             1             16  org.springframework.web.servlet.view.AbstractCachingViewResolver$$Lambda$445/402207819
2804:             1             16  org.springframework.web.servlet.view.AbstractCachingViewResolver$1
2805:             1             16  org.springframework.web.servlet.view.ContentNegotiatingViewResolver$1
2806:             1             16  org.yaml.snakeyaml.constructor.SafeConstructor$ConstructUndefined
2807:             1             16  org.yaml.snakeyaml.external.com.google.gdata.util.common.base.UnicodeEscaper$2
2808:             1             16  sun.management.ClassLoadingImpl
2809:             1             16  sun.management.HotSpotDiagnostic
2810:             1             16  sun.management.ManagementFactoryHelper$PlatformLoggingImpl
2811:             1             16  sun.management.jmxremote.ConnectorBootstrap$PermanentExporter
2812:             1             16  sun.management.jmxremote.LocalRMIServerSocketFactory
2813:             1             16  sun.misc.ASCIICaseInsensitiveComparator
2814:             1             16  sun.misc.FloatingDecimal$1
2815:             1             16  sun.misc.Launcher
2816:             1             16  sun.misc.Launcher$Factory
2817:             1             16  sun.misc.ObjectInputFilter$Config$$Lambda$236/1096041841
2818:             1             16  sun.misc.Perf
2819:             1             16  sun.misc.URLClassPath$JarLoader$1
2820:             1             16  sun.misc.Unsafe
2821:             1             16  sun.net.DefaultProgressMeteringPolicy
2822:             1             16  sun.net.ExtendedOptionsImpl$$Lambda$452/1592763413
2823:             1             16  sun.net.spi.DefaultProxySelector
2824:             1             16  sun.net.www.protocol.jar.JarFileFactory
2825:             1             16  sun.nio.ch.ExtendedSocketOption$1
2826:             1             16  sun.nio.ch.FileChannelImpl$1
2827:             1             16  sun.nio.ch.Net$1
2828:             1             16  sun.nio.ch.Net$3
2829:             1             16  sun.nio.ch.Net$4
2830:             1             16  sun.nio.ch.Util$1
2831:             1             16  sun.nio.ch.WindowsSelectorProvider
2832:             1             16  sun.nio.fs.WindowsChannelFactory$1
2833:             1             16  sun.nio.fs.WindowsFileSystemProvider
2834:             1             16  sun.reflect.GeneratedConstructorAccessor1
2835:             1             16  sun.reflect.GeneratedConstructorAccessor10
2836:             1             16  sun.reflect.GeneratedConstructorAccessor11
2837:             1             16  sun.reflect.GeneratedConstructorAccessor12
2838:             1             16  sun.reflect.GeneratedConstructorAccessor13
2839:             1             16  sun.reflect.GeneratedConstructorAccessor14
2840:             1             16  sun.reflect.GeneratedConstructorAccessor15
2841:             1             16  sun.reflect.GeneratedConstructorAccessor16
2842:             1             16  sun.reflect.GeneratedConstructorAccessor17
2843:             1             16  sun.reflect.GeneratedConstructorAccessor18
2844:             1             16  sun.reflect.GeneratedConstructorAccessor2
2845:             1             16  sun.reflect.GeneratedConstructorAccessor3
2846:             1             16  sun.reflect.GeneratedConstructorAccessor4
2847:             1             16  sun.reflect.GeneratedConstructorAccessor5
2848:             1             16  sun.reflect.GeneratedConstructorAccessor6
2849:             1             16  sun.reflect.GeneratedConstructorAccessor7
2850:             1             16  sun.reflect.GeneratedConstructorAccessor8
2851:             1             16  sun.reflect.GeneratedConstructorAccessor9
2852:             1             16  sun.reflect.GeneratedMethodAccessor1
2853:             1             16  sun.reflect.GeneratedMethodAccessor10
2854:             1             16  sun.reflect.GeneratedMethodAccessor11
2855:             1             16  sun.reflect.GeneratedMethodAccessor12
2856:             1             16  sun.reflect.GeneratedMethodAccessor13
2857:             1             16  sun.reflect.GeneratedMethodAccessor14
2858:             1             16  sun.reflect.GeneratedMethodAccessor15
2859:             1             16  sun.reflect.GeneratedMethodAccessor16
2860:             1             16  sun.reflect.GeneratedMethodAccessor17
2861:             1             16  sun.reflect.GeneratedMethodAccessor18
